Screen_Time_Hours,Missed_Checkins,Late_Night_Hours
1.9799177482777328,0.0,0.9430207096457361
2.9052809526029315,0.0,0.8439934719420248
3.4162901291379373,0.0,0.8107304652304127
3.614381770563153,0.0,0.6356453219526133
1.4359800772615123,0.0,0.7098047132723719
2.047628723837983,0.0,0.9409923225744371
1.032433250905589,0.0,0.5570475861922342
2.9910134960879446,0.0,0.10466044034648114
2.663062157534202,0.0,0.6141862443190114
3.762218951027906,0.0,0.9755273290209018
1.312674408425043,0.0,0.5506905446947946
3.1212594318000946,0.0,0.5265949425897893
2.275684556313082,0.0,0.3195894262599983
2.1552931858057756,0.0,0.4734356593750214
11.116692718347426,5.0,6.688936599202421
3.5694695235649667,0.0,0.5776130806371337
2.900434659478442,0.0,0.7122202051771587
1.5024477467772093,0.0,0.10579652027279896
2.936716544282284,0.0,0.961640492315304
2.1033579632684587,0.0,0.10061997722259008
3.0879226182810937,0.0,0.03671294348306664
2.3619697335990972,0.0,0.9409657878427938
1.6561416667196176,0.0,0.9435652171569769
1.63931411207525,0.0,0.9603667746221303
3.614242102572563,0.0,0.6623718599127535
1.9973684714461362,0.0,0.3244382286350662
3.1360420609923425,0.0,0.03778450659567967
2.867029793851738,0.0,0.2525860066847242
1.4056519411385642,0.0,0.40237053954137436
3.3926773019115646,0.0,0.8178220735661906
1.127266894620675,0.0,0.8378413809055185
2.566729780164413,0.0,0.6024691704572664
1.5429308581284693,0.0,0.11364603869671941
1.1040181126781992,0.0,0.019610532474253595
3.110973578140071,0.0,0.06194651857898792
1.8596237563848532,0.0,0.7276311376996887
1.657641962074133,0.0,0.4606727916549932
2.797906348418313,0.0,0.5578101257354344
2.8727139877419763,0.0,0.631722418326584
3.283023770486176,0.0,0.5218622953321788
3.407205353353973,0.0,0.21473512512156323
2.734895198261082,0.0,0.07257479804471079
1.7893377097325285,0.0,0.20351110833188646
2.851317833285969,0.0,0.5769591501209791
1.982492056533744,0.0,0.583105757279898
1.086348028940017,0.0,0.3892086186234388
2.925458550404306,0.0,0.36856246902771383
1.4285508619025158,0.0,0.2835071902709394
3.767498143531887,0.0,0.13566146716037775
3.693805880331211,0.0,0.2749791919736402
2.3844323938742025,0.0,0.9261929864146267
2.6838315927084886,0.0,0.043100108948324056
3.5982869008350744,0.0,0.8567299465058974
3.0151265777321825,0.0,0.3106009713953296
2.3525181142123963,0.0,0.27509888155912443
2.4042071627028703,0.0,0.959235435323822
3.6302969102852485,0.0,0.7677646177143377
3.307669443514401,0.0,0.5601159830093484
2.2551686001350006,0.0,0.40261143834016266
1.8244181066444083,0.0,0.269439446303655
10.821494511972526,4.0,6.456362951902807
2.487627205236312,0.0,0.6268026300648439
1.1866096784941083,0.0,0.9304486005450311
2.247455704055233,0.0,0.7919065384222369
2.525712073494108,0.0,0.3425910828111318
1.1031655633456552,0.0,0.06022694490029745
1.0617534828874073,0.0,0.48323207587543515
3.2138528421927766,0.0,0.7728739363818531
3.06365716690244,0.0,0.6847251638810046
2.6980552746634627,0.0,0.26855714062064107
8.694051341888699,4.0,4.367401348916804
8.448475421817893,5.0,4.1663838250258785
3.6902962738792757,0.0,0.3094695490886009
1.1709361809921048,0.0,0.029170668574074465
2.1676914150753657,0.0,0.14926801266924727
2.5444520617890705,0.0,0.30006708290543993
1.9460912297983524,0.0,0.2739148706299037
1.442357580118852,0.0,0.3555297971520076
3.205213131411657,0.0,0.9636851886870491
2.2515802556937294,0.0,0.315653626982324
2.292662570985418,0.0,0.5122605638762605
2.7971337614511445,0.0,0.10339493663004151
1.317622954639388,0.0,0.23305318798485863
3.681969130023611,0.0,0.07771241839172549
3.604426763132516,0.0,0.691927363266592
1.4202520457095722,0.0,0.5353477680616567
3.79818545006204,0.0,0.5576886911854527
2.120373835398116,0.0,0.9931637389334784
1.1639032600029169,0.0,0.7533129318792571
1.5599198193930477,0.0,0.8639358074599548
3.4519159366397103,0.0,0.38585944683610907
3.2718489348265023,0.0,0.42801935243964384
3.959545746378939,0.0,0.2734745153749798
3.1926024256109327,0.0,0.35967556122306776
2.9130647406878065,0.0,0.0553323871633461
3.015678230796185,0.0,0.5824350768882959
3.107901319256549,0.0,0.0785362427927987
3.4540442977674792,0.0,0.600945484537719
2.893922659275966,0.0,0.8656450363727319
2.6334672938825485,0.0,0.5540992803958261
1.281945819522607,0.0,0.600583196987136
3.1681208730946855,0.0,0.35499511581394183
3.863697786576432,0.0,0.8715456807081264
9.934030748485661,2.0,4.400965481070365
1.029771463383507,0.0,0.13420242632635027
3.3422847582053192,0.0,0.9487904976919181
2.3128093721661758,0.0,0.8352440601588657
1.5698084093726827,0.0,0.33281836109167195
2.0053565627774255,0.0,0.7104218150124118
2.721849598207031,0.0,0.8059701286709539
3.4516666006036476,0.0,0.9095484730121384
3.283364611129474,0.0,0.5246723066856223
9.349320681353191,3.0,6.61560458547703
2.064988917495812,0.0,0.569230212091448
1.7107719816901703,0.0,0.23185961388284837
1.6190011552173775,0.0,0.1691618938424202
1.4304083710540603,0.0,0.39722752956623253
2.4522312091306047,0.0,0.4467395253113928
3.887945244033775,0.0,0.3278839940182585
2.3749019245859695,0.0,0.057099078445176366
1.614040327171852,0.0,0.4404345706560461
1.0911611790905105,0.0,0.09041897779166075
1.7964892222872169,0.0,0.7856666019444561
3.8981425153860316,0.0,0.09473891477934415
3.802912342502471,0.0,0.8089777496137086
3.5906425675436355,0.0,0.8688010958178203
3.5299785033636493,0.0,0.8262173757752201
2.8743515883682074,0.0,0.23405777501749914
10.631932288102247,2.0,6.724837031286196
3.784250920978149,0.0,0.19106213934635818
1.5306908524719518,0.0,0.5270709385134583
2.191861871681102,0.0,0.4583634794263062
2.1494155847484926,0.0,0.2656855648662635
1.7528999840208939,0.0,0.5505453006199955
1.5380940460366315,0.0,0.5489325244993376
1.4822796881449247,0.0,0.5172721697543106
2.2053364019629726,0.0,0.794662892397889
1.1059340648207172,0.0,0.17833151242821632
2.462293594748541,0.0,0.28613504245831434
2.177335322267906,0.0,0.22516102421593187
1.6060470052074698,0.0,0.909005588835703
3.9042291443522004,0.0,0.2479324498058072
2.312424766071187,0.0,0.95887187319041
1.2678685735767188,0.0,0.5273108956423933
2.080151397702935,0.0,0.06160798529246925
2.50939741765462,0.0,0.0632626718206748
3.0046383956650486,0.0,0.6067162019700039
2.0239559378501566,0.0,0.853629928527957
3.323901341913364,0.0,0.8812580677630116
2.4489066162560658,0.0,0.34459659572697177
2.764001390288885,0.0,0.5132199758278188
1.6847060904810973,0.0,0.01276542651789736
1.0235247723157506,0.0,0.9954836107332199
